comment,curiet,debyet,element,gapene,kaizero_value,moment_value,name,neelt,nhc2zero_value,oz,pcohere_value,phc2zero_value,ppenet_value,rh300,shape,t1_value,t2_value,t3_value,tcn_value,tcsus_value,tcwidth_value,critical_temp_K,upper_critical_field_0K_T,gamma_sommerfeld_mJmolK2,resistivity_normal_uOhmcm,resistivity_roomtemp_uOhmcm,penetration_depth_nm,coherence_length_nm,dhc2dt_TK,dtcdp_KGPa,density_gcm3,lower_critical_field_0K_T,thermopower_300K_uVK,energy_gap_meV,data_quality_flag
under-doped,,,Hg1Ba2Cu1O4+Z,,,,HgBa2CuO4+z,,,,,,,,shape_06,,,,,72.0,,72.0,,,,,,,,,,,16.0,,
,,,Nd1.82Ce0.18Cu1O4-y,,0.001,3.25,"(Nd,Ce)2CuO4",,,,,,,,shape_01,,,,,,,,,,,,,,,,,,,,
,,,Bi2Sr1.5La0.5Cu0.995Zn0.005O6+z,,,,"Bi2(Sr,La)2(Cu,Zn)O6",,,,,,,,shape_03,,22.6,,,,,22.6,,,,,,,,,,,,,
,,,K0.4Sr0.6Fe2As2,,,,"(K,Sr)Fe2As2",,,,,,,,,,,,,37.0,,37.0,,,,,,,,,,,,,
,,,Re1,,,,Re,,,,,,,,shape_03,,1.694,,,,,1.694,,,,,,,,-0.023,,,,,
Curie constant unit is 10-5erg K/(Oe)2g and Fig 9,,,La1.665Pr0.185Sr0.15Cu1O4,,,,"(La,Pr,Sr)2CuO4",,,4.0,,,,,,,,35.0,,,,35.0,,,500.0,2000.0,,,,,,,,,
,,,Fe1Se0.82Br0.18,,,,"Fe(Se,Br)",,,,,,,,,,,,,5.0,,5.0,,,,,,,,,,,,,
,,,Bi2Sr2Ca0.6Y0.4Cu2Oz,,,,"Bi2Sr2(Ca,Y)Cu2O8",,,,,,,,shape_03,,86.0,98.0,,86.0,,86.0,,,,,,,,,,,,,
dTc/dP in K/Gpa.,,,Ge1Nb3,,,,Nb3Ge,,,,,,,,shape_04,,21.2,,,,,21.2,,,,,,,,-0.116,,,,,
T<CDW> = 262 K.,,,Ir1Te2,,,,IrTe2,,,,,,,,shape_01,,,,0.32,,,,,,,,,,,,,,,,
,,,Bi1.8Pb0.2Sr2Ca1Cu2O8+y,,,,"(Bi,Pb)2Sr2CaCu2O8",,,,,,,,shape_01,,81.0,,,,,81.0,,,76000.0,49000.0,,,,,,,,,
,,,Gd0.6Pr0.4Ba2Cu3O7-Z,,,,"(Gd,Pr)Ba2Cu3O7",,,,,,,,shape_01,,16.0,,,,,16.0,,,,,,,,,,,,,
HC2ZERO in DB means Hc2(4.2K). ,,,Nb0.36Ti0.6Ta0.04,,,,Nb-Ti-Ta,,,,,,,,,,,,,,,,12.41,,,,,,,,,,,,
Hc1 is for T=2K. Hc2(0) estimated by assuming WHH theory using Hc2(2K)=2.0 T.,,,Cu0.7Zn0.3Ir2S4,,,,"(Cu,Zn)Ir2S4",,,,,,,,,,3.05,,,,,3.05,3.5,,,,,,,,,0.03,,,
,,,La1Pb0.75Sn2.25,,,,"La(Pb,Sn)3",,,,,,,,shape_01,,2.54,,,,,2.54,,,,,,,,,,,,,
"not SC, T<CDW> = 34 K. Tm(FM) = 17.8 K",17.82,,Sm0.7La0.3Ni1C2,,,,Sm1-xLaxNiC2,,,,,,,,shape_01,,,,1.8,,,,,,,,,,,,,,,,
,,,Ti2In1N1,,,,Ti2InN,,,,,,,,,,,7.3,,,1.3,7.3,10.8,,,,,5.5,,,,,,,
"s/c parameters calculated using data of ""Usp.Fiz.Nauk, 115(1975)263"". G-L parameter = 11.9",,,Sc5Ir4Si10,,,,Sc5Ir4Si10,,,,,,,,,,8.23,,,,,8.23,0.9,8.4,,,192.0,15.0,0.15,,,,,,
,,,La2Cu1O4.035,,,,La2CuOz,,,4.035,,,,,shape_03,,35.0,,,,,35.0,,,,,,,,,,,,,
,,,As1Pd5,,,,,,,,,,,,,,0.46,,,,,0.46,,,,,,,,,,,,,
,133.0,,Ru1Sr2Gd1Cu2O8,,,2.89,RuSr2GdCu2O8,,,,,,,,shape_01,,41.0,,,,,41.0,,,,,,,,,,,,,
T<CDW> = 189 K.,,,Ti0.9Ta0.1Se2,,,,Ti1-xTaxSe2,,,,,,,,shape_03,,2.23,,,,,2.23,,,,,,,,,,,,,
,,,Y0.7Ca0.3Ba2Cu2.55Co0.45O6.84,,,,"(Y,Ca)Ba2(Cu,Co)3O7",,,6.84,,,,,shape_02,,53.0,,,,,53.0,,,,,,,,,,,,,
,,,Y1Sr2Cu2.7Mo0.3O7.1,,,,"YSr2(Cu,Mo)3O7",,,7.1,,,,,shape_01,43.0,,,,,,43.0,,,,,,,,,,,,,
,,,Nb2.7Zr0.3Sn1,,,,"(Nb,Zr)3Sn",,,,,,,,,,18.1,,,,,18.1,,,,,,,,,,,,,
,560.0,,La1.87Sr0.13Cu1O4,,,,"(La,Sr)2CuO4",,,4.0,,,,,shape_01,,,,,,,,,,,,,,,,,,,,
,,,Y1Sr2Cu2.675Ti0.325O6.6,,,,"YSr2(Cu,Ti)3O7",,,6.6,,,,,shape_01,21.0,,,,,,21.0,,,,,,,,,,,,,
,,,Bi2Sr2Ca0.3Y0.7Cu2O8+Z,,,,"Bi2Sr2(Ca,Y)Cu2O8",,,,,,,2.1e-08,,,,,,,,,,,,95.2,,,,,,,,,
Hc2(0) estimated from dHc2/dT using WHH theory,,,Al0.245Nb0.725,,,,Nb-Al,,,,,,,,,,18.4,,,,,18.4,32.0,,,,,,2.49,,,,,,
,,,Er1Ni1.92Fe0.08B2C1,,,8.97,"Er(Ni,Fe)2B2C",5.11,,,,,,,,,4.63,,,,,4.63,,,,,,,,,,,,,
,,,La1.8Sr0.2Cu1O4,,0.0,,"(La,Sr)2CuO4",,,,,,,,,38.0,39.0,40.0,,,1.0,39.0,50.0,,0.3,1.8,1000.0,20.0,1.8,,,,,,
,,,Sc1Os1B2,,,,ScOsB2,,,,,,,,,,1.34,,,,,1.34,,,,,,,,,,,,,
,,,Eu1Ba2Cu2.7Co0.3Oz,,,,"EuBa2(Cu,Co)3O7",,,,,,,,shape_01,30.0,,36.0,,,,33.0,,,,,,,,,,,,,
,,,Dy2Fe3Si5,,,,Dy2Fe3Si5,4.4,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
,,,Mo2Zr1,,,,,,,,,,,,,,4.27,,,,,4.27,,,,,,,,,,,,,
,,,Pd0.95Rh0.05Te2,,,,Pd0.95Rh0.05Te2,,,,,,,,,,1.65,,,,,1.65,,,,,,,,,,,,,
Heavy Fermion SC. Tc defined by SUS.,,,U1Ru2Si2,,,,URu2Si2,,,,,,,,,,,,,1.1,,1.1,,,,,,,,,,,,,
,,,S2Ta1,,,,S2Ta1,,,,,,,,,,0.8,,,,,0.8,,,,,,,,,,,,,
,,,Y0.85Ca0.15Sr0.5Ba1.5Cu2.5B0.5Oz,,,,"(Y,Ca)(Sr,Ba)2(Cu,B)3Oz",,,,,,,,,,55.0,,,,,55.0,,,,,,,,,,,,,
,,,Y1Ba2.88Nd0.12Cu3O7-z,,,,"Y(Ba,Nd)2Cu3O7",,,,,,,,shape_01,,,,,93.2,,93.2,,,,,,,,,,,,,
,,,Mg0.9Zn0.1B2,,,,"(Mg,Zn)B2",,,,,,,,,,38.4,,,,,38.4,,,,,,,,-1.5,,,,,
,,,Bi2Sr2Cu1O6.175,,,,Bi2Sr2CuOz,,,6.175,,,,,shape_01,,7.0,,,,,7.0,,,,,,,,,,,-14.25,,
"5-fold structure. compositions, Ca:Al:Si=100:97:98",,,Ca1Al1Si1,,,,CaAlSi,,,,,,,,shape_03,,,8.2,,,,,,,,,,,,,,,,,
e-ph coupling = 0.64,,444.0,V3Ga0.4Si0.6,,,,"V3(Ga,Si)",,,,,,,,,,8.7,,,,,8.7,,,,,,,,,,,,,
pseudogap measured by NMR,,,Bi2Sr1.6La0.4Cu1O6,,,,"Bi2(Sr,La)2CuO6",,,,,,,,shape_03,,,,,32.0,,32.0,,,,,,,,,,,,,
Tc by ac-SUS. hydrostatic pressure.,,,Y2Fe3Si5,,,,Y2Fe3Si5,,,,,,,,shape_01,,2.3,,,,,2.3,,,,,,,,3.3,,,,,
tetragonal triple perovskite. hole conc. = 0.321. DENS is X-ray density.,,,La1.8Y0.2Ba2Ca0.4Cu4.4O11.77,,,,"(La,Y)2Ba2CaCu5Oz",,,11.77,,,,,shape_01,,,,43.0,,,,,,,,,,,,5.862,,,,
,,,La0.8Y0.2Fe0.98Mn0.02As1F0.11O0.89,,,,"La0.8Y0.2(Fe,Mn)AsO0.89F0.11",,,,,,,,shape_01,,14.1,,,,,14.1,,,,,,,,,,,,,
Hc2(0) maybe in kOe (not given). s/c volume fraction = 80 %.,,,Rb0.1Li0.1W1O2.8F0.2,,,,"Rb0.1LixW(O,F)3",,,,,,,,,,2.0,,,,,2.0,4.3,,,,,,,,,,,,
,,,Se2Ta1,,,,TaSe2,,,,,,,,,,0.14,,,,0.02,0.14,,,,,,,,,,,,,
"HCFIG shows Hc2 (T) for several H-direction , angle (theta) from b- to a- direction",,,Te2U1,,,,UTe2,,,,,,,,shape_03,,1.5,,,,,1.5,,,,,,,,,,,,,
Gd-effective-M=7.94 Bohr-M and Curie-T(Gd)=-4 K were fixed.,180.0,,Ru1Sr1.9La0.1Gd1Cu2O8,,,2.4,"Ru(Sr,La)2GdCu2O8",,,,,,,,shape_01,,,,4.2,,,,,,,,,,,,,,,,
,,,Sr4V2.82TI0.18O9.47,,,,"Sr4(V,Ti)3O10",,,9.47,,,,,,,,,4.2,,,,,,,,,,,,,,,,
underdoped sample. 28GHz microwave measurements. (2d/kTc) > 1.6 for all Fermi surface.,,,Pr1Fe1As1O1-z,4.0,,,PrOFeAs,,,,,,2800.0,,shape_03,,35.0,,,,,35.0,,,,,,,,,,,,,
SIN sample. hole = 0.36,,,Bi0.6Pb0.2S0.2Sr2Ca0.7Nd0.3Cu2O6.95,,,,"(Bi,Pb,S)Sr2(Ca,Nd)Cu2Oz",,,6.95,,,,,,,,,,80.0,,80.0,,,,,,,,,,,,,
(dC/gamma*Tc) = 1.4. Energy gap obtained from SP-fitting.,,348.0,Ta5Ge1B2,3.45,,,Ta5GeB2,,,,,,,,,3.5,,3.8,,3.8,,3.8,0.519,10.5,,,,25.200000000000003,,,,,,0.968,
,,,Sr2Nd0.3Ca0.7Cu2F1O5,,,,"Sr(Nd,Ca)Cu2O5F",,,,,,,,shape_01,,73.1,,,,,73.1,,,,,,,,,,,,,
,,,Y1Ba2Cu2.85Ag0.15OY,,,,"YBa2(Cu,Ag)3O7",,,,,,,,,,91.3,,,,,91.3,,,,,,,,,,,,,
optimal,,,Y1Ba2Cu3O6+Z,,,,YBa2Cu3O6+X,,67.0,,,100.0,,,shape_01,91.1,,,,,,91.1,,,,,,,1.2,,,,,,
Al-contamination(1-2%). grown in Al2O3 crusible,,,Y1Ba2Cu4O8,,,,YBa2Cu4O8,,,,,,,,shape_03,,,72.0,,,,72.0,,,,,,,,,,,,,
Ce-content by ICP.  thickness=750 A.,,,Pr1.85Ce0.15Cu1O4,,,,"(Pr,Ce)2CuO4",,,,,,2200.0,,shape_05,,23.3,,,,1.1,23.3,,,,,,,,,,,,,
,,,Sm1.25Gd0.6Ce0.15Cu1O3.97,,,,"(Sm,Gd,Ce)2CuO4",3.5,,3.97,,,,,shape_03,,,,,16.8,,16.8,,,,,,,,,,,,,
Tc is for <16>O. Tc(<18>O) = 56.79 K. spin glass temp: Tg(<16>O) = 1.13 K. Tg(<18>O) = 1.66 K. Tg  exponent: alpha-Tg = -3.8.,,,Y0.7Pr0.3Ba2Cu3O7-z,,,,"(Y,Pr)Ba2Cu3O7",,,,,,,,shape_01,,,,,57.97,,57.97,,,,,,,,,,,,,
no-oxygenation,,,Fe0.1Ba1Sr1Y1Cu2.9O7+z,,,,"(Fe,Cu)BaSrYCu2O7",,,,,,,,shape_01,46.6,,,,,,46.6,,,,,,,,,,,,,
Ca2CuO2Cl2+x KClO4,,,Ca1.9K0.1Cu1Cl2O2,,,,"(Ca,K)2CuO2Cl2",,,,,,,,,,,,,18.0,,18.0,,,,,,,,,,,,,
beta-phase,,,Mn0.101Ti0.899,,,,Ti1-xMnx,,,,,,,,,,3.0,,,,,3.0,,,,,,,,,,,,,
,,,Y1Ba2Cu3O6.99,,,,"(Y,Ca,Pr)Ba2Cu3O7",,,6.99,,,,,shape_01,,91.4,,,,,91.4,,,,,,,2.78,,,,,,
,,,Pd50.745Ti0.255Sb49,,,,"(Pd,Ti)1-xSbx",,,,,,,,,,1.61,,,,,1.61,,,,,,,,,,,,,
R(60K) = 2.13  mOhm.cm,,,Sm1Fe1As1F0.12O0.88,,,,"Sm(O,F)FeAs",,,,,,,,shape_01,,,50.1,,,,50.1,,,,,,,,,,,-33.6,,
"enriched sample(C<12>:C<13> = 9:1). two gaps: table value is for larger gap(main), lower value of  (2d/kTc) = 2 , measured by NMR.",,,C3Y2,5.0,,,Y2C3,,,,,,,,shape_01,,,,,15.7,,15.7,,,,,,,,,,,,,
,,,Y2La1.6Ba2.4Cu6O14.39,,,,,,,14.39,,,,,,,,,,,,,,,,,,,,,,,,,
,,,V2.52Mo0.48Si1,,,,V2.52Mo0.48Si1,,,,,,,,,,5.1,,,,,5.1,,,,,,,,,,,,,
"Hc2 follows linear relation, not WHH theory.",,,C60K3,,,,K3C60,,,,,,,,,,18.7,,,,,18.7,38.0,,,,,2.9000000000000004,2.14,,,,,,
dTc/dP in K/GPa.,,165.0,Y1Pd2Sn1,,,,,,,,,,,,,,5.02,,,,,5.02,,,,,,,,0.226,,,,,
not s/c.,,433.0,Al13Ru4,,,,Al13Ru4,,,,,,,,,,,,1.0,,,,,0.3,,,,,,,,,,,
"P=0,7,13 kbar",,,Nb1S2,,,,Nb1S2,,,,,,,,,,6.26,,,,,6.26,,,,,,,,,,,,,
P-induced SC.  SC properties at P = 2.85 GPa. Hc2 measured for H//J//c-axis,,,Ce1Rh1Si3,,,,CeRhSi3,,,,,,,,shape_03,,1.09,,0.0,,,1.09,,,,,,,,,,,,,
,,,Nb3Al0.93Ge0.07,,,,"Nb3(Al,Ge)",,,,,,,,,,20.0,,,,,20.0,,,,,,,,,,,,,
,,,Y0.6Pr0.4Ba2Cu4O8,,,,"(Y,Pr)Ba2Cu4O8",,,,,,,,shape_02,57.0,,63.0,,,,60.0,,,,,,,,,,,,,
"RESRT shows RES(250K). Curie-T shows ferromag-order of Ru, Tm, defined as FMR-onset-temperature.",165.0,,Ru0.97Pb0.03Sr2Gd1.4Ce0.6Cu2O10+z,,,,"(Ru,Pb)Sr2(Gd,Ce)2Cu2O10",,,,,,,,shape_01,,,38.0,,,,38.0,,,,18000.0,,,,,,,,,
,,,Pb0.5Cd0.5Sr2Ca0.5Y0.5Cu2O7-Z,,,,"(Pb,Cd)Sr2(Ca,Y)Cu2O7",,,,,,,,shape_01,58.0,65.0,78.0,,70.0,,65.0,,,,14600.0,,,,,,,,,
,,,Y1Ba2Cu3O7,,,,YBa2Cu3O7,,,,,,,,,,91.06,,,,,91.06,,,,1.588,,,,,,,,,
[gamma] shows for T=2.3 K,,,Ce0.875Yb0.125Co1In5,,,,"(Ce,Yb)CoIn5",,,,,,,,shape_03,,1.97,,,,,1.97,,332.0,,,,,,,,,,,
,,,Nd1.4Ce0.2Sr0.4Cu1O4-Z,,,,,,,,,,,3.04e-09,,23.1,,,,,,23.1,,,,,,,,,,,22.3,,
local magnetization measured by Hall sensors. Tc from PRB079184525,,,Fe0.2Ni0.8Zr2,,,,"(Fe,Ni)Zr2",,,,,,,,,,2.13,,,,,2.13,,,,,,,,,,0.00059,,,
anisotropic thermal expansion coeff. negative sign for <ab> and positive for <c> direction.,,,Fe1.06Te0.5Se0.5,,,,"Fe(Te,Se)",,,,,,,,shape_03,,,14.0,,,,14.0,,,,,,,,-5.4,,,,,
,,,La1.85Sr0.038Ba0.112Cu1O4,,,,"(La,Sr,Ba)2CuOz",,,4.0,,,,,,,,,,32.0,,32.0,,,,,,,,,,,,,
Tc by self-induction method,,,Mo2Zr1,,,,ZrMo2,,,,,,,,,4.27,4.57,4.75,,,,4.57,,,,,,,,,,,,,
,,,Y1Ba1.72La0.28Cu4O8,,,,"Y(Ba,La)2Cu4O8",,,,,,,,,,,,,18.9,,18.9,,,,,,,,,,,,,
,,,Mo0.1Nb0.765Pd0.135,,,,"(Mo,Nb,Pd)",,,,,,,,,,1.53,,,,,1.53,,,,,,,,,,,,,
"DTCDP=K/GPA. Tc defined as midpoint value in resistive transition,?",,,Y1Ba2Cu4O8,,,,YBa2Cu4O8,,,,,,,,shape_01,,75.0,,,,,75.0,,,,0.63,,,,7.5,,,,,
,,,Y1Ba2Cu2.88Al0.12O7-Z,,,,"YBa2(Cu,Al)3O7",,,,,,,,,,78.0,,,,,78.0,,,,,,,,4.0,,,,,
,,,Nd1.85Ce0.15Cu1O4+-z,,,,"(Nd,Ce)2CuO4",,,,64.0,,,,shape_04,,22.0,,,,,22.0,8.0,,,,,,0.37,,,,,,
NEELT FROM MOSSBAUER,,,Gd0.075Pr0.925Ba2Cu3O6.1,,,,"(Pr,Gd)Ba2Cu3O7",7.5,,6.1,,,,,shape_01,,,,,,,,,,,,,,,,,,,,
,,,Lu1Ba2Cu3OX,,,,LuBa2Cu3O7,,,,,,,,shape_01,,86.9,88.7,,,3.0,86.9,,,0.64,,,,2.4,,,,,,
,,,Lu0.9Ce0.05Ca0.05Ba2Cu3O7-d,,,,"(Lu,Ce,Ca)Ba2Cu3O7",,,,,,,,shape_04,81.0,,,,,,81.0,,,,,,,,,,,,,
,,,Bi2Sr2Ca0.75Y0.25Cu1.95Zn0.05O8+z,,,,"Bi2Sr2(Ca,Y)(Cu,Zn)2O8",,,,,,,,shape_01,,49.1,,,,,49.1,,,,,,,,,,,,,
,,,Y3Ru4Ge13,,,,Y3Ru4Ge13,,,,,,,,,,1.7,,,,,1.7,,,,,,,,,,,,,
,,,Mo0.5Re0.5,,,,"Mo1-x(Pt,Re)x",,,,,,,,shape_01,,6.5,,,,,6.5,,,,,,,,,,,,,
Hc2 by torque method. Anisotropy factor > 150,,,Bi2Sr2Ca1Cu2O8,,,,Bi2Sr2CaCu2O8,,,,,22.0,1100.0,,shape_03,,,,,84.7,,84.7,,,,,,,,,,,,,
semicond-like R(T),7.5,,Sr0.5Ce0.5F1Bi1S2,,,,Sr0.5Ce0.5FBiS2,,,,,,,,shape_01,2.0,,2.4,,,,2.2,,,42500.0,4120.0,,,,,,,,,
not SC,,,Gd2Ir3Si5,,-0.0004762,8.14,Gd2Ir3Si5,4.82,,,,,,,shape_01,,,,1.5,,,,,,,,,,,,,,,,
CURIEC=EMU.K/MOL,3.0,,Pr1Ba2Cu3O6.93,,,,PrBa2Cu3O7,,,6.93,,,,,shape_01,,,,,,,,,,,,,,,,,,60.0,,
,,,Y0.9Ca0.1Ba1.6La0.4Cu3O7.09,,,,"(Y,Ca)(Ba,La)2Cu3Oz",,,7.09,,,,,,,72.0,,,,,72.0,,,,,,,,,,,,,
,,,Tc1,,,,Tc,,,,,,,,,,7.79,,,,,7.79,,,,,,,,,,,,,
[gamma] shows for T=2.3 K,,,Ce0.225Yb0.775Co1In5,,,,"(Ce,Yb)CoIn5",,,,,,,,shape_03,,,,0.4,,,,,140.0,,,,,,,,,,,
,,,Bi2Sr1.34La0.66Cu0.99Zn0.01O6+z,,,,"Bi2(Sr,La)2(Cu,Zn)O6",,,,,,,,shape_03,,8.0,,,,,8.0,,,,,,,,,,,,,
"oz calculated from oz vs latc relation. optimaly doped sample. O-isotope exchange by ANN(650C,96h). confirmation by IR. Tc by SUS.",,,Bi2Sr1.6La0.4Cu1O6.36,,,,"Bi2(Sr,La)2CuO6",,,6.36,,,,,shape_03,,,,,31.2,,31.2,,,,,,,,,,,,,
,,,B2Mg1,,,,MgB2,,,,,,,,shape_01,,38.8,,,,,38.8,,,,,,,,,,,,,
,,,Eu1.5Ba1.5Cu3O7.32,,,,"Eu(Ba,Eu)2Cu3O7",,,7.32,,,,,shape_01,,,,,,,,,,,,,,,,,,,,
,,,Y1Ba2Cu2.7Ga0.3O6.93,,,,"YBa2(Cu,Ga)3O7",,,6.93,,,,,shape_01,,75.0,,,,,75.0,,,,,,,,,,,,,
,,,Nb0.99Cr0.01N1,,,,,,,,,,,,,,1.2,,,,,1.2,,,,,,,,,,,,,
,,,Bi2Sr2Ca0.55Y0.45Cu1.94Zn0.06O8+z,,,,"Bi2Sr2(Ca,Y)(Cu,Zn)2O8",,,,,,,,shape_01,,11.6,,,,,11.6,,,,,,,,,,,,,
Tc<1.2 for 0.22=<x=<0.30 from susceptibility measurements. thermopower also measured.,,,K0.18W1O3,,,,KxWO3,,,,,,,,shape_03,,3.9,,,,,3.9,,,,,,,,,,,,,
,,,Hg1Ba2Ca2Cu3Oz,,,,HgBa2Ca2Cu3Oz,,,,,,,,,120.0,135.0,,,132.0,,135.0,,,,,,,,,,,,,
excess-O doping sample. Tc defined as R/Rn=0.5. hole conc. P=2z (z=excess-O),,,La1.95Bi0.05Cu1O4.0635,,,,"(La,Bi)2CuOz",,,4.0635,,,,,,,34.9,,,,,34.9,,,,,,,,,,,,,
,,,Dy1Ni2B2C1,,,,DyNi2B2C,10.13,,,,,,,shape_03,,6.2,,,,,6.2,,,,,,,,,,,,,
Nd4Ba2Cu2O10 inclusions (20 mol%),,,Nd1Ba2Cu3O7-Z,,,,NdBa2Cu3O7-z,,,,,,,,,,,94.5,,,,94.5,,,,,,,,,,,,,
oz calculated using linear relation in TP300 vs oz. (dC/Tc) = 36.5 mJ/mol.K2),,,Tm1Ba2Cu3O6.91,,,,TmBa2Cu3O7,,,6.91,,,,,shape_01,,90.36,,,,1.0,90.36,,,,800.0,,,,,,,3.8,,
,,,Nb25Ti20Zr55,,,,,,,,,,,,,,7.5,,,,,7.5,,,,,,,,,,,,,
"R(T,H)curve anisotropy parometer=250",,,Bi2.1Sr1.9Ca1Cu2Oz,,,,"Bi2 Sr2 Ca(Cu,Zn)2 OZ",,,,,,,,shape_03,,90.0,,,,,90.0,,,,,,,,,,,,,
,,,Al0.03Au0.92In0.05,,,,"(Au,Al,In)",,,,,,,,,0.034,0.045,0.05,,,,0.045,,,,,,,,,,,,,Info: Very Low Tc (<0.1K)
ammonia content (x) by XRD. S/c volume = 40 %.,,,N0.74H2.22Na1Rb2C60,,,,(NH3)xNaRb2C60,,,,,,,,,,17.0,,,,,17.0,,,,,,,,,,,,,
,,,Pb2Cu0.9La1.1Cu2O6.19,,,,,,,6.19,,,,,,,19.8,,,,,19.8,,,,20.84,,,,,,,,,
Hc2 defined as Tc(on).,,,La98Lu1Tb1,,,,"La1-x(Lu,Tb)x",,,,,,,,,,2.108,,,,,2.108,0.82,,,,,,,,,,,,
,,,Hg1Ba2Ca2Cu3O8.3,,,,HgBa2Ca2Cu3O8.30,,,8.3,,,,,shape_01,,,,,134.0,,134.0,,,,,,,,,,,,,
,,,Y2Ba3Cu5OX,,,,YBa2Cu3O7,,,,,,,,shape_01,,97.0,,,,,97.0,,,2.6,,,,,,,,4.5,,
,,417.0,Re1,,,,Re1-xOsx,,,,,,,,,,1.695,,,,,1.695,,2.31,,,,,,,,,,,
effective moment=3.63 myuB/Pr,,,Pr1Pt2.1B2.4C1.2,,,,PrPt2B2C,,,,,,,,,,6.0,,,,,6.0,,,,,,,,,,,,,
"RH FROM (REFNO=PR0397324),RHN=AT 100K",15.0,,Y1Ba2Cu2.8Co0.2O6.83,,,3.74,"YBa2(Cu,Co)3O7",,,6.83,,,,5.06e-09,shape_01,,53.0,,,,,53.0,,,,11.0,,,,,,,,,
,,,Mo0.12U0.88,,,,Mo0.12U0.88,,,,,,,,,,1.85,,,,,1.85,,,,,,,,,,,,,
Tm(magnetic order) measured by ZF-muon-SR(zero field),,,La1Fe0.999Mn0.001As1F0.11O0.89,,,,"La(Fe,Mn)AsO0.89F0.11",,,,,,,,shape_01,,,,,11.5,,11.5,,,,,,,,,,,,,
15 % (NH3) intercalation,,,Ba0.2Mo1S2,,,,Ba0.2(NH3)yMoS2,,,,,,,,,,5.7,,,,,5.7,,,,,,,,,,,,,
"RRR = 8. SP (beta) = 0.549 mJ/mol.K4. (dC/Tc) = 6.0 mJ/mol.K2, (dC/gamma*Tc) = 0.9. kappa(GL) = 2.14.  e-ph = 0.42",,260.0,Th1Pd2Ge2,2.814,,,ThPd2Ge2,,,,,,,,shape_01,0.63,,,,0.62,,0.62,0.032,6.64,,,218.0,102.0,,,,,,,
,,,La1.5Gd1.5Ca1Ba2Sr1Cu6.3In0.7O16.62,,,,"(La,Gd)3Ca(Ba,Sr)3(Cu,In)7Oz",,,16.62,,,,,shape_01,,,,10.0,,,,,,,98100.0,,,,,,,,,
,,,Y1Ba1Sr1Cu2.95Mo0.05O7.07,,,,"Y(BaSr)(Cu,Mo)3O7",,,7.07,,,,,shape_01,,85.0,,,,,85.0,,,,,,,,,,,,,
,,,Hg1Ba2Ca2Cu3O8.25,,,,HgBa2Ca2Cu3O8.25,,,8.25,,,,,shape_01,,,,,132.0,,132.0,,,,35000.0,,,,,,,,,
,,,Hg0.95Ba2Cu1O4+y,,,,Hg0.95Ba2CuO4+y,,,,,,,,shape_01,,,,,89.5,,89.5,,,,,,,,,,,,,
"formula-weight = 45.44,  unit cell volume = 29.09 A^3",,,B2Mg0.98,,,,MgB2,,,,,,,,shape_03,,38.4,38.5,,,,38.4,,,,,,,,,,,,,
,,,La1.8Nd0.1Ba0.1Cu1O4,,,,"(La,Nd,Ba)2CuO4",,,,,,,,,,,,,22.0,,22.0,,,,,,,,,,,,,
,,,Cu4K1S3,,,,Cu4K1S3,,,,,,,,,,1.4,,,,,1.4,,,,,,,,,,,,,
,,,As2Ta1,,,,As2Ta1,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,
skutterudite. RR=2.8 uOhm.cm. RRR=100. delta-C/gamma*Tc = 1.5.,,,La1Os4Sb12,,,,LaOs4Sb12,,,,,,,,shape_03,,0.74,,,,,0.74,,56.0,,,,,,,,,,,
"compositions of K and Fe are nearly 0.8 and 1.65 , respectively by EDX.",,,K0.8Fe1.97Mn0.03Se2,,,,K0.8Fe2-xMnxSe2,,,,,,,,,,,31.5,,,,31.5,,,,,,,,,,,,,
d=2500A. pulsed field. Hc2 defined as the field which the highest slope line meet to normal resistive line. Hc2(WHH) = 54.1T using (dHc2/dT) at Tc.,,,Pr1.81Ce0.19Cu1O4-z,,,,"(Pr,Ce)2CuO4",,,,,32.0,,,shape_05,,10.4,,,,,10.4,,,,,,,,,,,,,
"BY MICROSTRIP RESONATOR TECHNIQUE,PENE(LONDON)=1400A",,,Y1Ba2Cu3O7-Z,4.5,,,YBa2Cu3O7,,,,,,,,shape_04,,90.0,,,,,90.0,,,,,1700.0,15.0,,,,,,,
Cu NMR and buckling angle of CuO2 plane are measured.,,,Y1Ba0.8Sr1.2Cu3O7-z,,,,"Y(Ba,Sr)2Cu3O7",,,,,,,,shape_01,,78.0,,,,,78.0,,,,,,,,,,,,,
,,,Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.07,,,,"Cu(Ba,Sr)2(Yb,Ca)Cu2O6",,,6.07,,,,,,,,,5.0,,,,,,,,,,,,,,,,
oz by iodometric titration. (dC/Tc) = 53.4 mJ/mol.K2),,,Tm1Ba2Cu3O6.95,,,,TmBa2Cu3O7,,,6.95,,,,,shape_01,,89.93,,,,1.5,89.93,,,,709.0,,,,,,,-0.46,,
,,,Bi2Sr2Ca1Cu2Oz,,,,Bi2Sr2CaCu2O8,,,,,,,,shape_03,84.0,,,,,,84.0,,,,,,,,,,,,,
